source_file,abstract,pyrolysis_related,include_in_oil_db,reason,flags
S0959652624040836__META_ABS.xml,"Title: Recycling polyamide 6 fishing nets and carbon fibers for the development of novel sustainable composites: Properties and LCA process analysis
Abstract: Fishing nets and related gear account for approximately 20% of the total plastic waste in the ocean, amounting to around 640,000 tons per year. Efforts are underway to develop circular economy strategies for the reuse and recycling of marine plastics. In this context, the present study introduces an innovative approach for developing advanced composite materials, employing recycled polyamide 6 (rPA6) derived from fishing nets and reinforced with recycled carbon fibers (rCF) recovered from epoxy resins through a novel thermo-oxidative process. The process involves pyrolysis at 510 °C in nitrogen to degrade the epoxy matrix, followed by gasification in air to produce clean rCF with enhanced adhesion to rPA6, eliminating the need for new sizing. This treatment increases the presence of polar groups on the surface of rCF compared to virgin carbon fibers (vCF), improving the O/C ratio (from 0.021 to 0.054 wt%) while maintaining their dimensions (7–8 μm) and surface smoothness, resulting in similar mechanical properties (293 ± 20 versus 282 ± 35 GPa). The improved compatibility of rCF with rPA6, compared to vCF, is demonstrated by the enhanced tensile modulus (11.1 and 13.1 GPa) and impact toughness (25.9 and 28.4 kJ/m2) observed in vCF/rPA6 and rCF/rPA6 composites, respectively, at the highest fiber loading of 15 wt%, in contrast to pure rPA6 (3.2 GPa and 11.8 kJ/m2). A Life Cycle Assessment (LCA) was conducted to evaluate the environmental sustainability of the CF-polyamide 6 composites. Three production scenarios were compared: Scenario 0 (virgin PA6 and vCF), Scenario 1 (rPA6 and vCF), and Scenario 2 (rPA6 and rCF). Scenario 2 showed the highest reduction in emissions, saving 5.74E+03 kg of CO2 equivalents. While off-site wastewater treatment increased some emissions, the use of recycled materials consistently reduced the overall environmental impact, highlighting the benefits of sustainable waste recovery.",NO,NO,"The study focuses on recycling polyamide 6 fishing nets and carbon fibers via pyrolysis for composite material development, not on the experimental characterization of liquid/oil product composition or yield.",NO_PYROLYSIS;NO_EXTRACTABLE_DATA
S0926337325009270__META_ABS.xml,"Title: Plasma catalytic hydrogenolysis of polyethylene to gasoline-range fuels over Sm/USY catalysts
Abstract: Plasma catalysis, as a highly promising technology for plastic upcycling, enables the efficient conversion of low-density polyethylene (LDPE) into oil fuels under mild conditions. For the plasma-catalytic LDPE hydrogenolysis process at an input power of ca. 56 W without external heating, the optimized 5Sm/USY catalyst exhibited the highest yield of oil fuels (83 %), with C4-C13 gasoline-range fractions accounting for up to 98 %. Compared to pure plasma condition, the incorporation of catalyst improved the discharge power and the discharge mode was transformed to surface discharge, which promoted the LDPE conversion. Notably, the plasma-catalytic system exhibited a 1.51-fold increase in C-C bond cleavage rate compared to thermal catalysis, with energy consumption being less than one-fifth of thermal catalytic processes, demonstrating its superior bond-breaking efficiency and energy-saving advantage. Mechanistic studies revealed that the plasma effectively activates LDPE molecular chains, synergizing with the shape-selective effect of porous USY zeolite. The addition of Sm2O3 species increased the content of Lewis acid sites and further promoted hydrogen ion abstraction to form carbocations. This method demonstrated excellent performance in converting other polyolefin wastes and real plastic wastes, particularly achieving 88 % liquid yield from real plastics, fully confirming the exceptional performance of the 5Sm/USY catalyst in plasma-assisted plastic waste conversion.",YES,NO,"Main target is hydrogenolysis for gasoline-range fuel production with focus on catalyst mechanism and energy efficiency, not on plastic-specific oil fingerprinting.",TARGET_HYDROGEN;CATALYST_MECHANISM_FOCUS;OIL_NOT_MAIN_PRODUCT
S1385894725098997__META_ABS.xml,"Title: In-depth insight into the synergistic mechanism of in-situ catalytic co-pyrolysis of low-density polyethylene and polystyrene with MgO
Abstract: MgO as an alkaline catalyst offers a more economical and activity-stable option for the pyrolysis of polymers. In the present work, it was used for the microwave-assisted co-pyrolysis of low-density polyethylene (LDPE) and polystyrene (PS), representing typical aliphatic and aromatic polymeric structures, respectively, to explore the interactions between plastics, which enhance the production of high-quality liquid fuel. Thermogravimetric analysis (TG) was employed to assess the thermodynamic and kinetic features of the pyrolysis process. Co-pyrolysis of LDPE and PS without a catalyst lowered the activation energy (E) by 75.0 kJ/mol, while the addition of MgO further decreased E by 46.6 kJ/mol. Microwave-assisted co-pyrolysis experiments demonstrated that non-catalytic conditions favored liquid fuel formation while suppressing gas production. With the addition of MgO, liquid yield dropped while gas yield rose. The catalytic co-pyrolysis elevated the content of C5−C12 hydrocarbons and monoaromatic hydrocarbons, with positive synergistic effect of 30.5% and 159.5%, respectively. Notably, at an LDPE/PS ratio of 1:2, the content of C5−C12 hydrocarbons reached 100%, with monoaromatic hydrocarbons accounting for 95.6%. Gas product analysis demonstrated that hydrogen production was boosted by the catalytic co-pyrolysis, with the highest proportion of 26.7 vol% in the total gas product. MgO after the reaction was characterized using various techniques, which indicated a decline in specific surface area of the catalyst, associated with the deposition of high-boiling aromatic compounds during co-pyrolysis. Several model hydrocarbon compounds were selected for the catalytic reaction using in-situ diffuse reflectance infrared Fourier transform spectroscopy (DRIFTS), facilitating the analysis of the conversion mechanism.",YES,NO,"Co-pyrolysis of LDPE and PS with MgO, focusing on synergistic effects and hydrogen production, with no reported pure plastic oil composition data.",CO_PYROLYSIS;TARGET_HYDROGEN;NO_OIL_INFO
S1385894723021587__META_ABS.xml,"Title: Pyrolysis-catalytic steam reforming of waste plastics for enhanced hydrogen/syngas yield using sacrificial tire pyrolysis char catalyst
Abstract: Pyrolysis-catalytic steam reforming of waste plastics to produce hydrogen-rich syngas has been investigated using tire char as a sacrificial catalyst in a two-stage pyrolysis-catalytic steam reforming reactor system. The simultaneous steam reforming of the pyrolysis volatiles and ‘sacrificial’ steam gasification of tire char increased the overall yield of syngas and hydrogen in the gas products. Manipulating the catalyst temperature, steam input, char catalyst:plastic ratio influenced hydrogen yield. The presence of metals such as Zn, Fe, Ca and Mg in tire char, play a catalytic role in steam reforming reactions. The syngas production achieved when the catalyst temperature was 1000 °C and steam weight hourly space velocity was 8 g h−1 g−1 catalyst was 135 mmol H2 g-1 plastic and 92 mmol CO g-1 plastic. However, increasing the amount of char catalyst (4:1 char catalyst:plastic ratio) enabled hydrogen yields of 211 mmol g-1 plastic and total syngas yields of 360 mmol g-1 plastic to be achieved.",YES,NO,"Main target is hydrogen/syngas production, with no reported oil composition or meaningful liquid product data.",TARGET_HYDROGEN;NO_OIL_INFO
S0013935124001488__META_ABS.xml,"Title: Experimental investigation of products from thermal treatment of real-world mixed single-use and multi-layered waste plastics
Abstract: The usage and disposal of highly abundant single-use and multilayered plastics contribute to significant ecological problems. The thermochemical recovery of these plastics to useful products and chemicals provides opportunity for positive economic and environmental impacts. Most previous research use idealised and unrepresentative feedstocks. To address this, various mixed waste plastics collected from the rejected fraction of a municipal waste recovery facility in Ghana were pyrolyzed at varying temperatures of 450, 500 and 550 °C and their yields compared. The obtained chemical products were analysed using several different techniques. Energy and carbon balances of the processes were produced using the CHNS and energy content of the oil fraction and the compositional results of the pyrolysis gas fraction, the latter of which was measured by Gas Chromatography Thermal Conductivity Detection (GC-TCD). The oils were further assessed via Gas Chromatography Mass Spectrometry (GC-MS) to identify the available valuable compounds. The formed oil contained approximately 40% light hydrocarbons (C6 – C11), 18% middle hydrocarbons (C11 – C16) and 42% heavy hydrocarbon compounds (C16+). The optimal oil yield of 65.9 ± 0.5% and low heating value of 44.7 ± 0.1 MJ/kg for single-use plastics were recorded at highest heating temperatures of 550 and 500 °C, respectively. The findings provide indication that pyrolysis is a fitting solution for energy recovery from waste plastics.",YES,YES,Mixed waste plastic pyrolysis with detailed GC-MS oil composition data and quantitative oil yield distribution reported.,HAS_OIL_YIELD_DATA;HAS_OIL_COMPOSITION;GENERAL_CATALYST
S1385894723035143__META_ABS.xml,"Title: The production of debrominated aromatics via the catalytic pyrolysis of flexible printed circuit boards
Abstract: Pyrolysis is an environmental technology for the proper treatment of electronic waste (e-waste) for the production of fuel. However, the presence of brominated compounds in pyrolysis oil makes its commercialization difficult. In this study, various types of zeolites, HY (30), HZSM-5 (30), HZSM-5 (50), HZSM-5 (280), and basic metal oxides (MgO and CaO) were used for the pyrolysis of flexible printed circuit boards (FPCBs) for the first time to produce bromine-free oil. A higher production efficiency of debrominated aromatic hydrocarbons, primarily benzene, toluene, ethylbenzene, xylenes (BTEXs), and naphthalene with zeolites, was achieved over basic metal oxides. The use of HZSM-5 (HZ) (30) increased the amount of benzene (an area of 31.5 × 107) and toluene (an area of 17.6 × 107), and a high debromination efficiency was observed for basic metal oxides owing to the strong affinity of halides toward the Ca2+ and Mg2+ ions. Among the BTEXs, benzene (an area of 31.5 × 107) and toluene (an area of 17.6 × 107) were obtained as highly selective monoaromatics in the presence of the catalyst HZ (30). CaO and HZ (30) were effective for debromination and aromatic production, respectively. The in-situ CaO/ex-situ HZ (30) combination revealed ∼ 100% debromination efficiency; however, the total aromatic hydrocarbon production was higher on the in-situ HZ (30)/ex-situ CaO with ∼ 77.5% debromination efficiency. Meanwhile, the in-situ HZ (30)/ex-situ CaO configuration could achieve ∼ 100% debromination efficiency by increasing the amount of CaO to 7 times to feed.",YES,NO,The study focuses on debromination and production of specific aromatics (BTEXs) rather than general oil composition or plastic fingerprinting.,TARGET_AROMATICS;OIL_NOT_MAIN_PRODUCT
S0960852419312003__META_ABS.xml,"Title: Comparative study on synergistic effects in co-pyrolysis of tobacco stalk with polymer wastes: Thermal behavior, gas formation, and kinetics
Abstract: Co-pyrolysis of tobacco stalk (TS) with different types of polymer wastes such as scrap tire (ST), polypropylene (PP) and polyvinyl chloride (PVC) was investigated. Thermogravimetric analyzer coupled with Fourier transform infrared spectrometer was carried out to examine the thermochemical properties, kinetics, and gas generation. The results of the co-pyrolysis showed a synergistic effect compared to the pyrolysis of the individual components. When using TS/ST co-pyrolysis, the reduction in char residue was about 6% (dry wt. basis) and the increase in organic gases exceeded 20%. It indicates that the addition of ST can increase both carbon conversion efficiency and volatiles yield. HCl from PVC underwent a complex physicochemical reaction with TS, increasing coke yield by 11–12% and inhibiting the gas release. In the main pyrolysis temperature range of ST, the activation energy is reduced by 40–80% by blending with TS; for PP this value is reduced by about 22%.",YES,NO,Co-pyrolysis with biomass (tobacco stalk) and no reported oil composition or yield data for pure plastic or plastic-only conditions.,CO_PYROLYSIS;NO_OIL_INFO
S0045653519309506__META_ABS.xml,"Title: Microwave pyrolysis valorization of used baby diaper
Abstract: Used baby diaper consists of a combination of decomposable cellulose, non-biodegradable plastic materials (e.g. polyolefins) and super-absorbent polymer materials, thus making it difficult to be sorted and separated for recycling. Microwave pyrolysis was examined for its potential as an approach to transform used baby diapers into value-added products. Influence of the key operating parameters comprising process temperature and microwave power were investigated. The pyrolysis showed a rapid heating process (up to 43 °C/min of heating rate) and quick reaction time (20–40 min) in valorizing the used diapers to generate pyrolysis products comprising up to 43 wt% production of liquid oil, 29 wt% gases and 28 wt% char product. Microwave power and operating temperature were observed to have impacts on the heating rate, process time, production and characteristics of the liquid oil and solid char. The liquid oil contained alkanes, alkenes and esters that can potentially be used as chemical additives, cosmetic products and fuel. The solid char contained high carbon, low nitrogen and free of sulphur, thus showing potential for use as adsorbents and soil additives. These observations demonstrate that microwave pyrolysis has great prospect in transforming used baby diaper into liquid oil and char products that can be utilised in several applications.",YES,NO,"co-pyrolysis with mixed components (cellulose, plastic, super-absorbent polymer) without clear separation or characterization of oil from pure plastic feed",CO_PYROLYSIS
S2666166723005427__META_ABS.xml,"Title: Quantitative analyses of products and rates in polyethylene depolymerization and upcycling
Abstract: Depolymerization and upcycling are promising approaches to managing plastic waste. However, quantitative measurements of reaction rates and analyses of complex product mixtures arising from depolymerization of polyolefins constitute significant challenges in this emerging field. Here, we detail techniques for recovery and analysis of products arising from batch depolymerization of polyethylene. We also describe quantitative analyses of reaction rates and products selectivity. This protocol can be extended to depolymerization of other plastics and characterization of other product mixtures including long-chain olefins. For complete details on the use and execution of this protocol, please refer to Sun et al. 1",YES,NO,The study focuses on methodological protocol development for product analysis rather than providing experimental oil composition data from a specific plastic feed.,NO_EXTRACTABLE_DATA;NO_OIL_INFO
S0010218024001895__META_ABS.xml,"Title: Influence of pyrolysis temperature on carbon deposition from the perspective of volatile evolution during the ex-situ pyrolysis-catalysis of plastic
Abstract: To better understand the mechanism of carbon deposition, the ex-situ catalytic pyrolysis of polyethylene (PE) was explored over a FeNi/Al2O3 catalyst, and the evolution of volatiles as well as the yield and structure of carbon products at different temperatures were analyzed in depth by an in-situ atmospheric pressure photoionization high-resolution mass spectrometry (APPI HRMS) combined with a fixed-bed reactor. The results show that raising the pyrolysis temperature (from 500 to 800 °C) reduces carbon product yield and H2 production, and the proportion of carbon nanotubes (CNTs) in the carbon products decreases. The source of carbon products gradually shifts from liquid-phase carbon sources to gaseous-phase carbon sources. Below 700 °C, both the outer diameter and carbon interlayer spacing of CNTs decrease, while above 700 °C, they both increase along with increased distortion of carbon layers. It is also observed that the carbon layers are connected to the catalyst lattice stripes, and the interlayer spacing of carbon layers is greater than the catalyst lattice spacing. In situ mass spectrometry reveals a significant increase in the carbon number and double bond equivalent (DBE) values of volatiles with increasing pyrolysis temperature, but the rate of increase slows down after 700 °C. Volatiles from lower pyrolysis temperatures undergo severe polymerization, upon entering the catalytic zone at higher temperatures, minimizing temperature-induced distinctions. Nevertheless, it remains evident that volatiles from lower pyrolysis temperatures exhibit less pronounced polymerization when exposed to higher catalytic temperatures.",YES,NO,"The study focuses on carbon nanotube (CNT) formation and volatile evolution during pyrolysis, with no meaningful reporting of liquid/oil composition or yield data.",TARGET_CNT;NO_OIL_INFO
S0360544225005353__META_ABS.xml,"Title: Conversion of lignin with polystyrene into high-value aromatics through co-pyrolysis and post-plasma refining
Abstract: Lignin was co-pyrolyzed with polystyrene to subject volatiles to post-plasma refining for potential aromatic production, mainly focusing on effects of blend ratio and plasma parameters. Firstly, the co-pyrolysis at equal mass ratio was beneficial for reducing residual char and reaction energy barrier. Secondly, elevating polystyrene blend ratio could improve oil yield, fuel-grade, and aromatic selectivity, but the improvement was compromised, showing volatiles synergy and plasma excitation were more favorable at a balanced ratio, because the H-donation of polystyrene and the bond-cleavage ability of lignin-derived oxyradicals were fully utilized. Thirdly, increasing plasma current enhanced plasma emission spectra, meaning more energetic reactive species, while extending discharge length had a little effect on the spectra, but doubling the discharge length had a more obvious refining effect than increasing the discharge current by equal steps. Fourthly, increased plasma parameters contributed to the breakage of bridged bonds between benzene rings and the loss of aliphatic side-chains, deepening deoxygenation, lowing molecular weight, and raising aromatic proton ratio. However, higher plasma current mainly weakened the selectivity of monocyclic aromatics, and higher discharge length severely decreased the aromatic yield. Therefore, this study suggested the possibility of using non-catalytic methods to recover high-value aromatics from lignin and polystyrene.",NO,NO,"The study focuses on co-pyrolysis with lignin and post-plasma refining for aromatic production, not on plastic pyrolysis oil fingerprinting.",CO_PYROLYSIS;TARGET_AROMATICS
S0165237015000674__META_ABS.xml,"Title: Resource recovery via catalytic fast pyrolysis of polystyrene using zeolites
Abstract: This study focuses on selective production of valuable chemicals from polystyrene (PS) via catalytic fast pyrolysis using micropyrolyzer–GC/MS set-up. Catalytic fast pyrolysis of PS was performed using eight different zeolites belonging to ZSM-5, zeolite-β, and zeolite-Y families. The catalysts were characterized for the strength of Brønsted acid sites and pore size distribution. The composition of PS:catalyst was optimized at 1:2.3±0.2wt./wt. to enhance the yield of benzene, at the same time reduce the yield of condensed ring fragments like indene and indane derivatives. The yields of various products correlated well with specific properties of zeolites like relative strength of Brønsted acid sites, specific surface area, and pore volume. Importantly, the yield of benzene increased, while that of styrene, α-methyl styrene, and dimers decreased with Brønsted acidity. Zeolite-β hydrogen and zeolite-Y ammonia catalysts resulted in the formation of up to 50wt.% of benzene. High temperatures led to a reduction in benzene yield and promoted the formation of styrene, α-methyl styrene, and ethyl benzene. The observed product distribution with different zeolites and at different temperatures was corroborated using the relative importance of the primary protonation pathways involved in catalytic fast pyrolysis of PS.",YES,YES,"Pure polystyrene pyrolysis with detailed GC-MS oil composition data and yield distribution of key aromatic compounds including benzene, styrene, and dimers.",SINGLE_PLASTIC;HAS_OIL_COMPOSITION;HAS_OIL_YIELD_DATA;GENERAL_CATALYST
S0960148124001897__META_ABS.xml,"Title: Catalytic co-pyrolysis of coffee-grounds and waste polystyrene foam by calcium oxide in bubbling fluidized bed reactor
Abstract: The high concentration of oxygenated components in biomass pyrolysis oil challenges the conversion of biomass to bio-fuels via fast pyrolysis. Herein, calcium oxide was prepared to convert the oxygenated compounds in the pyrolytic products of coffee-grounds to valuable hydrocarbons. Meanwhile, waste polystyrene foam was co-pyrolyzed with coffee-grounds to promote hydrogen transfer reactions, resulting from scission of the polystyrene radicals. The results show that calcium oxide could effectively reduce the concentration of undesired oxygenated compounds like phenols and fatty acids in pyrolytic products. The effects of calcium oxide and polystyrene were mainly reflected in the production of a deoxygenated organic fraction, rich in aromatics and with a considerable calorific value. An organic fraction with an oxygen content of 13.38 wt% was obtained at a catalyst-to-feedstock ratio of 1:8 and an amount of polystyrene foam of 20 wt%. This fraction, due to its properties and its compositions, is considered for use as potential feedstock in the energy market. Image 1 .",YES,NO,Co-pyrolysis with biomass (coffee-grounds) and no clear focus on pure plastic oil composition or fingerprinting.,CO_PYROLYSIS;OIL_NOT_MAIN_PRODUCT
S0956053X16301787__META_ABS.xml,"Title: Determination of activation energy of pyrolysis of carton packaging wastes and its pure components using thermogravimetry
Abstract: Many processes have been used for recycling of carton packaging wastes. The pyrolysis highlights as a promising technology to be used for recovering the aluminum from polyethylene and generating products with high heating value. In this paper, a study on pyrolysis reactions of carton packaging wastes and its pure components was performed in order to estimate the kinetic parameters of these reactions. For this, dynamic thermogravimetric analyses were carried out and two different kinds of kinetic models were used: the isoconversional and Independent Parallel Reactions. Isoconversional models allowed to calculate the overall activation energy of the pyrolysis reaction, in according to their conversions. The IPR model, in turn, allowed the calculation of kinetic parameters of each one of the carton packaging and paperboard subcomponents. The carton packaging pyrolysis follows three separated stages of devolatilization. The first step is moisture loss. The second stage is perfectly correlated to devolatilization of cardboard. The third step is correlated to devolatilization of polyethylene.",NO,NO,The study focuses on kinetic modeling and activation energy estimation using TGA without reporting any experimental liquid/oil product composition or yield data.,NO_EXTRACTABLE_DATA
S2214993722001634__META_ABS.xml,"Title: Exploring how lignin promoting the co-pyrolysis with polylactic acid: Artificial neural network modeling, kinetic analysis and product distribution
Abstract: Toward the development of a suitable method for the upcycling of lignin from second-generation bioethanol production and waste polylactic acid (PLA), the recovery of lactide and biofuels from the pyrolysis of different proportions of lignin and PLA was investigated. Co-pyrolysis was found to be beneficial for the upcycling of the two products because the strong synergistic effects between PLA and lignin reduced the energy input required for the co-pyrolysis and increased the yield of bio-oil. The best results were achieved for a mixture of 75% PLA and 25% lignin. The bio-oil production increased by up to 111.3%, whereas the production of gaseous products like carbon monoxide and aldehydes decreased significantly. Bio-oil was composed of liquid and light-yellow wax, which was identified as lactide via 1H nuclear magnetic resonance (NMR) analysis after its isolation and purification from bio-oil by filtration. A Py-GC/MS analysis showed that the yield of lactide increased up to 26.24% during co-pyrolysis compared with that of PLA pyrolysis, even though the mass fraction of PLA was lower in the PLA/lignin mixture. The average activation energy of a sample composed of 25 wt% lignin and 75 wt% PLA (129.97 kJ/mol) was 27.9% lower than that of PLA (180.35 kJ/mol) and 44.6% lower than that of lignin (233.59 kJ/mol). Moreover, co-pyrolysis could effectively reduce the external input energy. In addition, an artificial neural network analysis using three different algorithms was performed to validate and optimize the thermogravimetry analysis results.",YES,NO,"Co-pyrolysis with lignin, no pure plastic-only condition or usable oil composition data for fingerprinting.",CO_PYROLYSIS;NO_OIL_INFO
S0960148125001120__META_ABS.xml,"Title: A study on the characteristics and kinetic of co-catalytic pyrolysis with rape straw and ABS waste plastics
Abstract: TG analysis, kinetic model and fixed-bed experiments were applied in this study to explore the synergistic effect of rape straw (RS) and acrylonitrile-butadiene-styrene copolymer (ABS) in the co-catalytic pyrolysis. The results showed that the preferential pyrolysis of RS was favorable for the formation of some active radicals and decreased the pyrolysis temperature of ABS from about 400 °C to 350 °C. As the mixing ratio of ABS rose, the temperature range of co-pyrolysis decreased gradually. The interaction between the free radicals generated by RS and ABS was effectively promoted with the addition of HZSM-5, and also the aromatization was accelerated. The temperature range of co-pyrolysis was decreased from 350 °C to 400 °C–340 °C–380 °C. The Flynn-Wall Ozawa (FWO) and Kissinger-Akahira-Sunose (KAS) were used to build the kinetics model, and revealed that the activation energy of co-pyrolysis system reached the bottom with the mixing ratio was 1:1, indicating the strongest synergistic effect at this point. The synergistic action was revealed from the kinetic analysis. In the fixed-bed test, the yield of liquid phase (54.15 %) and monocyclic aromatic hydrocarbons (MAHs) (32.87 %) peaked at the mixing ratio of 1:1, at which the synergistic effect inhibited the conversion to polycyclic aromatic hydrocarbons (PAHs).",YES,NO,"Co-pyrolysis with biomass (rape straw) without separate pure plastic conditions, and focus on aromatics and synergistic effects rather than plastic oil fingerprints.",CO_PYROLYSIS;TARGET_AROMATICS;OIL_NOT_MAIN_PRODUCT
S1385894724079555__META_ABS.xml,"Title: Exploring the integrated potential of pyrolysis and low-temperature wet torrefaction for typical medical waste valorization: A multifaceted approach leveraging online TG-FTIR-MS, 2D-COS, iso-conversional kinetics, and reaction mechanisms
Abstract: The rapid growth of medical waste, exacerbated by the COVID-19 pandemic and advancements in healthcare, has drawn increased public scrutiny regarding its proper disposal and treatment. This research aimed to characterize the wet torrefaction of a typical medical waste biomass (MWB) composition, comprising bamboo swabs, skewers, splints, cotton balls, tongue depressors, toothpicks, and chopsticks, followed by its co-pyrolysis with medical waste plastic (MWP) including catheter bags, drapes, IV tubing, IV bags, oxygen masks, syringes, and test tubes. The study employed thermogravimetric analysis, TG-FTIR, 2D correlation spectroscopy, iso-conversional kinetics, and mass spectrometry techniques elucidated the driving factors, behaviors, products, mechanisms, and pathways involved. The pyrolysis temperature ranges were 180.15 to 400 °C for TMWB and 380.04 to 550 °C for MWP, with average activation energies of 150.22 and 221.59 kJ/mol for their respective devolatilization processes. Incorporating 20 % and 40 % MWP into the co-pyrolysis process yielded the best performance, characterized by the lowest activation energy. The co-pyrolysis process promoted the release of cyclic hydrocarbons and chain hydrocarbons, but decreased the yields of alcohols, esters, ethers, phenols, and acids, through synergistic mechanisms. Unraveling the pyrolysis pathways and dynamics of these representative medical waste streams offers valuable insights into improving energy recovery, mitigating pollution, diminishing waste volumes, and optimizing industrial thermochemical conversion processes for safely treating these hazardous materials.",NO,NO,"The study focuses on co-pyrolysis of medical waste biomass with medical waste plastic, not on pure plastic pyrolysis, and lacks a clear condition of pure plastic alone with oil composition data.",CO_PYROLYSIS
S2949754X23000285__META_ABS.xml,"Title: Magnetic induction assisted pyrolysis of plastic waste to liquid hydrocarbons on carbon catalyst
Abstract: Carbon-based catalyst can effectively crack model waste plastic based on polyolefins under contactless induction heating and yield gaseous and liquid hydrocarbons fractions at mild reaction temperatures. High catalytic performances are reached thanks to the stable catalyst bed temperature arising from the high heating rate of the induction setup. By comparison to indirect Joule heating which required much higher temperatures, contactless direct induction heating allows a compensation of the internal temperature loss during such highly endothermic process through direct heat targeting. The single carbon-based catalyst combined a high and stable activity with an extremely high stability as a function of cycling tests with pure or mixed polymers. By comparison to the acid or metal based catalysts used in plastic cracking, such low cost carbon catalyst avoids deactivation within cycling tests and therefore provides an efficient and cost-effective route for waste plastic recycling and also as chemical storage means for renewable energy.",YES,NO,"The study focuses on catalyst performance and energy efficiency rather than detailed oil composition or plastic fingerprinting, with no mention of GC-MS or quantitative oil product characterization.",TARGET_HYDROGEN;NO_OIL_INFO;CATALYST_MECHANISM_FOCUS
S0269749123006863__META_ABS.xml,"Title: Selective recovery of caprolactam from the thermo-catalytic conversion of textile waste over γ-Al2O3 supported metal catalysts
Abstract: The massive generation of synthetic textile waste has drawn considerable attention. Landfilling/incineration of textile waste has been widely made. To abate the environmental burdensome from the conventional management processes, a thermo-catalytic conversion was used for rapid volume reduction of textile waste and simultaneous valorization by recovering textile monomer in this study. Stockings were chosen as a model feedstock. Because stockings consisted of nylon with other contents, different products (caprolactam (nylon monomer), imines, cyclic dimers, and azepines) were recovered. The yield of caprolactam from the thermal conversion at 500 °C was 53.6 wt%. To selectively enhance the caprolactam yield, catalytic pyrolysis was done using γ-Al2O3 supported metal catalysts (Ni, Cu, Fe, or Co). γ-Al2O3 itself increased the caprolactam yield up to 69.0 wt% via a based-catalyzed reaction of nylon depolymerization and intramolecular cyclization. Under the presence of metal catalysts, the caprolactam yield increased up to 73.3 wt%. To offer desired feature of green chemistry, CO2 was adopted as reactive gas. Under the CO2-mediated catalytic pyrolysis, caprolactam yield was enhanced up to 77.1 wt% over Cu/Al2O3 (basis: stocking mass). Based on the net content of nylon in the stockings, the yield of caprolactam was deemed 95.3 wt%. This study proves that textile waste (stocking) and CO2 are useful resources for recovery of nylon monomer, which can reduce the waste generation with simultaneous recovery of value-added product.",YES,NO,"The study focuses on selective recovery of caprolactam, a monomer, rather than on the liquid/oil product composition from plastic pyrolysis.",TARGET_AROMATICS;OIL_NOT_MAIN_PRODUCT
S0956053X17302921__META_ABS.xml,"Title: Microwave assisted pyrolysis of halogenated plastics recovered from waste computers
Abstract: Microwave Assisted Pyrolysis (MAP) of the plastic fraction of Waste from Electric and Electronic Equipment (WEEE) from end-life computers was run with different absorbers and set-ups in a multimode batch reactor. A large amount of various different liquid fractions (up to 76.6wt%) were formed together with a remarkable reduction of the solid residue (up to 14.2wt%). The liquid fractions were characterized using the following different techniques: FT-IR ATR, 1H NMR and a quantitative GC–MS analysis. The liquid fractions showed low density and viscosity, together with a high concentration of useful chemicals such as styrene (up to 117.7mg/mL), xylenes (up to 25.6mg/mL for p-xylene) whereas halogenated compounds were absent or present in a very low amounts.",YES,YES,"Microwave-assisted pyrolysis of halogenated plastics with detailed GC-MS oil composition data, including specific monomers like styrene and xylenes.",HAS_OIL_COMPOSITION;HAS_OIL_YIELD_DATA;SINGLE_PLASTIC;GENERAL_CATALYST
S0165237023003479__META_ABS.xml,"Title: Investigation of EPET, EPEI, and EPU pyrolysis characteristics: Thermal decomposition behaviours, pyrolysis products and mechanism
Abstract: Pyrolysis is a promising technology in recycling copper from enamelled wires. Nevertheless, due to the unclear pyrolysis characteristics, the sorting of enamelled wires is deficient in the pyrolysis process. This work systematically investigated the pyrolysis characteristics of polyester enamelled wire (EPET), polyester imine enamelled wire (EPEI) and polyurethane enamelled wire (EPU). The decomposition behaviours showed that the mass loss for EPEI and EPET was around 1.9%, while it was about 1.5% for EPU. The pyrolysis temperature intervals and peaks for both EPEI and EPET appeared in the range of 320 ∼ 500 ℃ and around 420 ℃, while it was in a larger range of 228 ∼ 657 ℃ for EPU, and the peak was about 280 ℃. The average activation energies (E) calculated with Flynn-Wall-Ozawa (FWO) model demonstrated that EPEI and EPET were respectively 275.8 kJ/mol and 296.9 kJ/mol, while it was 194.2 kJ/mol for EPU. TG-FTIR results proved that the -CH, -CO, -CH2, and -OH were the main functional groups in the pyrolysis process for the three enamelled wires. Moreover, Py-GC/MS results indicated that the main pyrolysis product was benzoic acid for EPET and EPEI, while it was not observed for EPU. The pyrolysis mechanism displayed that the kinds of pyrolysis products were directly related to the connected aromatic functional group. The complicated pyrolysis products for EPU were mainly caused by the generation of isocyanate. Accordingly, EPU could be separately pyrolyzed, while EPET and EPEI were suitable for co-pyrolyzed. In consideration of improving pyrolysis efficiency and reducing energy consumption, the classification treatment by this method could be extended.",YES,NO,"The study focuses on pyrolysis of enamelled wires with a primary emphasis on decomposition mechanisms and functional group analysis, rather than on liquid oil composition or yield data relevant to plastic fingerprinting.",NO_OIL_INFO;OIL_NOT_MAIN_PRODUCT;CATALYST_MECHANISM_FOCUS
